Asset ID,Asset Type,Floor,Zone,Installation Date,Manufacturer,Operational Time (hrs),Work Orders,Repairs,Last Serviced Date,Failure Probability,Failure_Probability,Predicted_Failure_Next_Month
452,Escalator,4,Parking,2021-07-31,Manufacturer_D,107,5,2,2022-08-01,0.06542,0.027933356992635893,0
453,ATM,5,Food Court,2023-08-29,Manufacturer_C,9271,1,4,2023-09-10,0.00054,0.9999467442940492,1
454,Water Fountain,2,Electronics,2020-04-30,Manufacturer_A,2114,0,0,2023-05-10,0.0,6.275079806505433e-08,0
455,Water Fountain,1,Entertainment,2019-08-03,Manufacturer_C,8239,4,0,2023-07-04,0.00049,7.625401083136395e-08,0
456,Elevator,3,Food Court,2023-05-12,Manufacturer_B,1803,0,4,2023-05-31,0.00222,0.9999324597355592,1
457,Elevator,5,Food Court,2020-09-22,Manufacturer_A,9183,8,2,2022-05-01,0.00109,0.036940643484754426,0
458,Escalator,2,Electronics,2022-03-28,Manufacturer_D,3690,3,5,2023-07-04,0.00217,0.9999999089576731,1
459,Automatic Door,4,Electronics,2022-02-13,Manufacturer_A,8303,9,2,2023-04-17,0.00132,0.035957266554089644,0
460,ATM,5,Fashion,2021-02-15,Manufacturer_B,6066,3,0,2022-06-03,0.00049,7.115956309178711e-08,0
461,ATM,3,Food Court,2018-09-22,Manufacturer_C,3077,9,1,2021-09-03,0.00325,4.520425139575389e-05,0
462,ATM,2,Food Court,2021-09-16,Manufacturer_C,2783,6,2,2023-06-19,0.00287,0.030340781983017567,0
463,Escalator,3,Food Court,2020-09-26,Manufacturer_C,4182,7,5,2022-05-07,0.00287,0.9999999103718906,1
464,Automatic Door,3,Food Court,2019-04-22,Manufacturer_B,5514,7,1,2021-12-03,0.00145,4.884897156576136e-05,0
465,Information Board,3,Fashion,2021-03-09,Manufacturer_B,8880,9,4,2021-03-18,0.00146,0.999946077599525,1
466,Automatic Door,5,Parking,2020-12-25,Manufacturer_D,4968,10,3,2021-04-14,0.00262,0.9590759598739748,1
467,ATM,2,Parking,2022-05-02,Manufacturer_C,7590,7,3,2022-11-24,0.00132,0.9622280667599744,1
468,Water Fountain,4,Entertainment,2020-08-11,Manufacturer_A,1076,2,3,2020-11-20,0.00465,0.953929124242381,1
469,ATM,5,Parking,2022-09-05,Manufacturer_C,5791,2,0,2023-05-18,0.00035,7.053959393413934e-08,0
470,Vending Machine,4,Food Court,2022-05-03,Manufacturer_C,2516,0,1,2022-06-27,0.0004,4.4404499604054616e-05,0
471,Kiosk,4,Parking,2022-10-26,Manufacturer_B,3141,7,4,2022-12-10,0.0035,0.999935274754654,1
472,Information Board,5,Fashion,2020-11-27,Manufacturer_A,4183,1,4,2021-07-18,0.0012,0.9999373855064655,1
473,Automatic Door,5,Fashion,2020-06-11,Manufacturer_A,4584,8,1,2023-04-12,0.00196,4.7424641790498464e-05,0
474,Escalator,2,Parking,2020-02-12,Manufacturer_C,4446,7,5,2021-01-01,0.0027,0.9999999111216608,1
475,Kiosk,3,Fashion,2022-07-18,Manufacturer_B,7345,3,2,2022-10-12,0.00068,0.03491538620984561,0
476,Vending Machine,5,Entertainment,2023-01-08,Manufacturer_B,603,2,1,2023-03-22,0.00498,4.1782240638532464e-05,0
477,Kiosk,2,Entertainment,2020-11-22,Manufacturer_B,9040,3,1,2023-06-30,0.00044,5.464870701096262e-05,0
478,ATM,2,Electronics,2018-11-06,Manufacturer_C,574,5,5,2019-07-16,0.01742,0.9999998994679816,1
479,Automatic Door,1,Entertainment,2021-11-18,Manufacturer_B,970,9,3,2023-02-21,0.01237,0.9537806618692072,1
480,Information Board,4,Electronics,2023-06-12,Manufacturer_C,9326,3,0,2023-08-23,0.00032,7.893767138306537e-08,0
481,Information Board,4,Parking,2021-10-24,Manufacturer_C,7541,10,0,2023-02-02,0.00133,7.45790410290974e-08,0
482,Escalator,1,Entertainment,2020-10-31,Manufacturer_B,3199,3,2,2022-06-15,0.00156,0.030732653950382275,0
483,Kiosk,4,Entertainment,2019-08-17,Manufacturer_B,1440,2,2,2019-12-13,0.00278,0.029108444128053208,0
484,ATM,1,Fashion,2020-02-15,Manufacturer_C,200,8,2,2021-02-13,0.05,0.028013822888085137,0
485,Automatic Door,5,Fashion,2021-09-05,Manufacturer_B,1068,7,4,2022-03-21,0.0103,0.9999308616078011,1
486,Automatic Door,5,Fashion,2022-02-24,Manufacturer_B,5797,10,5,2023-09-05,0.00259,0.9999999148614974,1
487,Information Board,4,Electronics,2020-09-27,Manufacturer_A,8010,8,4,2021-11-12,0.0015,0.9999445640640807,1
488,Elevator,2,Food Court,2021-05-11,Manufacturer_D,6581,8,2,2023-07-26,0.00152,0.03410540569072134,0
489,Water Fountain,2,Parking,2022-08-05,Manufacturer_D,1018,2,5,2022-11-23,0.00688,0.9999999008783287,1
490,Escalator,2,Food Court,2019-04-05,Manufacturer_C,8112,2,3,2019-09-25,0.00062,0.9628271526803,1
491,Vending Machine,2,Entertainment,2022-04-28,Manufacturer_C,6099,7,0,2023-08-05,0.00115,7.123432461526303e-08,0
492,Kiosk,5,Entertainment,2022-08-06,Manufacturer_D,4804,7,3,2022-10-14,0.00208,0.9588706456803011,1
493,Escalator,5,Parking,2022-07-05,Manufacturer_B,2603,5,2,2022-07-09,0.00269,0.03017272620710119,0
494,ATM,1,Electronics,2019-12-14,Manufacturer_C,5121,2,4,2020-01-07,0.00117,0.9999392266561133,1
495,Information Board,2,Entertainment,2020-06-28,Manufacturer_B,3051,8,1,2022-09-08,0.00295,4.516686993259795e-05,0
496,Escalator,5,Electronics,2020-09-04,Manufacturer_D,4496,5,1,2021-02-26,0.00133,4.729203639195493e-05,0
497,Information Board,5,Fashion,2020-11-02,Manufacturer_B,5900,2,3,2021-02-25,0.00085,0.9602242353846985,1
498,Kiosk,3,Food Court,2020-06-22,Manufacturer_B,7350,7,0,2022-10-30,0.00095,7.412714973627817e-08,0
499,Vending Machine,2,Parking,2019-12-26,Manufacturer_A,2035,1,5,2021-07-19,0.00295,0.9999999040346722,1
500,Vending Machine,2,Electronics,2020-02-18,Manufacturer_C,1741,7,2,2022-06-30,0.00517,0.029380350233611074,0
501,Vending Machine,4,Parking,2021-06-23,Manufacturer_C,4516,9,5,2023-07-18,0.0031,0.9999999113194092,1
502,ATM,1,Parking,2022-07-22,Manufacturer_B,6850,5,4,2023-04-30,0.00131,0.9999424797307002,1
503,Information Board,1,Electronics,2018-11-21,Manufacturer_C,3629,4,3,2022-09-08,0.00193,0.9573705571028989,1
504,Vending Machine,4,Food Court,2018-12-22,Manufacturer_D,2980,0,3,2021-07-17,0.00101,0.9565197261146005,1
505,Kiosk,3,Parking,2019-08-16,Manufacturer_C,1082,4,2,2022-02-08,0.00555,0.028788224781320412,0
506,Elevator,5,Parking,2019-04-05,Manufacturer_B,8449,3,5,2020-08-05,0.00095,0.9999999217513008,1
507,Elevator,5,Entertainment,2021-06-29,Manufacturer_D,4767,0,1,2023-04-05,0.00021,4.7701592471143106e-05,0
508,Water Fountain,5,Electronics,2019-06-24,Manufacturer_B,7026,1,0,2020-10-04,0.00014,7.336684378090016e-08,0
509,Kiosk,4,Fashion,2019-09-15,Manufacturer_C,6342,7,2,2022-05-10,0.00142,0.03385576484493496,0
510,Automatic Door,2,Electronics,2023-09-08,Manufacturer_A,1140,10,1,2023-09-11,0.00965,4.250229660014745e-05,0
511,Information Board,5,Food Court,2022-04-22,Manufacturer_A,4826,5,3,2023-05-21,0.00166,0.9588982449769377,1
512,Kiosk,2,Parking,2019-06-27,Manufacturer_D,1584,3,5,2022-02-23,0.00505,0.9999999026475531,1
513,Information Board,4,Fashion,2021-12-14,Manufacturer_A,4750,10,3,2023-08-28,0.00274,0.9588028267313795,1
514,Information Board,5,Entertainment,2021-10-08,Manufacturer_C,8306,10,5,2023-09-15,0.00181,0.9999999213944355,1
515,Automatic Door,1,Electronics,2019-12-11,Manufacturer_A,3111,1,2,2023-03-25,0.00096,0.03064935133129032,0
516,ATM,5,Entertainment,2021-01-11,Manufacturer_B,7190,5,5,2021-12-21,0.00139,0.9999999185528914,1
517,Elevator,3,Parking,2020-10-24,Manufacturer_A,7342,9,1,2022-11-01,0.00136,5.1774498834423884e-05,0
518,Vending Machine,5,Parking,2020-08-31,Manufacturer_A,1664,6,1,2022-01-31,0.00421,4.3216881006193916e-05,0
519,Automatic Door,2,Fashion,2020-10-15,Manufacturer_C,6527,7,3,2021-10-17,0.00153,0.9609792891334412,1
520,Elevator,4,Fashion,2020-12-15,Manufacturer_B,7807,9,3,2022-03-22,0.00154,0.9624782304354648,1
521,Elevator,3,Parking,2022-02-21,Manufacturer_D,5985,8,1,2023-01-01,0.0015,4.958656363217911e-05,0
522,Vending Machine,2,Electronics,2021-07-24,Manufacturer_B,3244,2,2,2021-11-02,0.00123,0.030775336556681673,0
523,ATM,3,Food Court,2023-05-19,Manufacturer_B,8266,0,2,2023-06-20,0.00024,0.035916476869851686,0
524,Water Fountain,1,Food Court,2019-04-26,Manufacturer_A,6799,1,5,2023-02-05,0.00088,0.9999999175332211,1
525,ATM,3,Electronics,2021-03-23,Manufacturer_B,9038,8,5,2021-07-05,0.00144,0.999999923204188,1
526,Automatic Door,1,Food Court,2021-09-30,Manufacturer_D,9446,4,2,2022-01-05,0.00064,0.03723952557320511,0
527,Kiosk,3,Parking,2019-07-31,Manufacturer_B,2076,9,2,2022-11-10,0.0053,0.029685866156856682,0
528,Vending Machine,5,Food Court,2021-03-27,Manufacturer_D,2108,0,2,2022-01-27,0.00095,0.029715210404338745,0
529,Vending Machine,3,Parking,2022-05-29,Manufacturer_D,4846,6,3,2022-09-14,0.00186,0.9589233198635703,1
530,ATM,2,Food Court,2022-11-20,Manufacturer_C,792,4,4,2023-06-20,0.0101,0.999930251776865,1
531,ATM,4,Entertainment,2018-12-28,Manufacturer_B,9316,2,2,2023-05-28,0.00043,0.03709149974934342,0
532,Elevator,2,Electronics,2019-04-18,Manufacturer_D,6692,2,4,2019-05-22,0.0009,0.9999421898308457,1
533,Kiosk,5,Parking,2022-04-18,Manufacturer_D,4904,5,2,2022-09-30,0.00143,0.032390566855446425,0
534,Elevator,5,Entertainment,2022-05-25,Manufacturer_D,9567,4,4,2023-04-14,0.00084,0.9999472435166171,1
535,Automatic Door,5,Fashion,2020-03-05,Manufacturer_B,4572,0,1,2022-03-23,0.00022,4.740653736596551e-05,0
536,Information Board,1,Entertainment,2022-10-30,Manufacturer_D,763,5,5,2022-12-11,0.01311,0.9999999000707687,1
537,Escalator,1,Parking,2021-08-30,Manufacturer_B,5291,5,3,2022-10-10,0.00151,0.9594774628905637,1
538,Water Fountain,3,Entertainment,2022-05-24,Manufacturer_C,4444,7,5,2023-08-03,0.0027,0.9999999111160044,1
539,ATM,3,Food Court,2019-09-16,Manufacturer_D,4038,2,0,2020-07-16,0.0005,6.671256789047208e-08,0
540,Automatic Door,4,Fashion,2021-09-07,Manufacturer_B,1319,9,0,2022-11-18,0.00682,6.118329762728602e-08,0
541,Automatic Door,4,Entertainment,2021-01-21,Manufacturer_B,9972,8,1,2021-07-31,0.0009,5.6293571038985355e-05,0
542,Kiosk,5,Parking,2021-09-26,Manufacturer_C,1347,3,2,2023-04-28,0.00371,0.029024927970929315,0
543,Water Fountain,2,Fashion,2020-12-20,Manufacturer_D,1657,5,2,2023-03-08,0.00422,0.029304222651918677,0
544,Vending Machine,3,Parking,2020-03-27,Manufacturer_B,6964,0,0,2023-08-21,0.0,7.322224451544876e-08,0
545,Automatic Door,1,Fashion,2019-09-11,Manufacturer_A,5625,3,4,2023-03-14,0.00124,0.9999401934698177,1
546,Kiosk,5,Electronics,2021-08-06,Manufacturer_D,4777,7,1,2021-10-30,0.00167,4.771677290467411e-05,0
547,Information Board,5,Fashion,2021-09-16,Manufacturer_B,1982,10,4,2023-03-13,0.00706,0.9999328433132137,1
548,Elevator,4,Entertainment,2021-03-11,Manufacturer_C,6234,1,5,2022-04-29,0.00096,0.9999999160371914,1
549,Escalator,2,Fashion,2019-04-14,Manufacturer_C,671,0,2,2019-12-17,0.00298,0.028424812780431047,0
550,Escalator,4,Electronics,2020-09-15,Manufacturer_A,5530,0,5,2023-06-11,0.0009,0.9999999141350799,1
551,Vending Machine,2,Entertainment,2022-10-23,Manufacturer_C,3321,6,5,2022-10-30,0.00331,0.9999999078823851,1
552,Escalator,2,Entertainment,2021-10-07,Manufacturer_C,2597,8,4,2022-06-15,0.00462,0.9999341446694014,1
553,ATM,2,Fashion,2023-09-12,Manufacturer_C,3404,5,0,2023-09-14,0.00147,6.538019298695407e-08,0
554,Vending Machine,1,Parking,2021-01-21,Manufacturer_D,907,8,5,2023-08-30,0.01433,0.9999999005276078,1
555,Elevator,4,Fashion,2021-06-19,Manufacturer_B,357,1,2,2023-05-30,0.0084,0.028150174219704525,0
556,Automatic Door,1,Electronics,2019-01-08,Manufacturer_B,1123,7,3,2020-12-27,0.0089,0.953994806571423,1
557,ATM,3,Food Court,2022-10-15,Manufacturer_B,4648,4,2,2022-12-28,0.00129,0.03213623076329276,0
558,Information Board,1,Parking,2022-09-28,Manufacturer_A,2956,0,5,2023-05-01,0.00169,0.9999999068062597,1
559,Vending Machine,3,Fashion,2019-07-24,Manufacturer_B,4101,10,2,2020-03-16,0.00293,0.03159924076099693,0
560,ATM,5,Parking,2023-06-14,Manufacturer_A,3772,0,0,2023-09-13,0.0,6.61502841670742e-08,0
561,Elevator,3,Food Court,2023-03-11,Manufacturer_C,6450,10,3,2023-06-28,0.00202,0.9608873091272117,1
562,Automatic Door,1,Parking,2020-04-30,Manufacturer_B,4041,4,5,2022-06-09,0.00223,0.9999999099688573,1
563,Vending Machine,5,Electronics,2021-05-12,Manufacturer_A,5515,4,5,2023-02-27,0.00163,0.9999999140940865,1
564,Water Fountain,4,Entertainment,2021-10-18,Manufacturer_D,1342,3,5,2022-08-05,0.00596,0.999999901894998,1
565,Vending Machine,2,Fashion,2021-07-09,Manufacturer_B,5000,4,0,2023-08-25,0.0008,6.878628580452525e-08,0
566,Automatic Door,2,Electronics,2022-08-13,Manufacturer_D,8383,9,2,2022-08-16,0.00131,0.03604561297364081,0
567,Elevator,2,Parking,2023-08-27,Manufacturer_D,9319,7,2,2023-09-03,0.00097,0.03709490934424011,0
568,Automatic Door,3,Fashion,2020-12-02,Manufacturer_C,1510,4,1,2023-03-31,0.00331,4.3005631972501565e-05,0
569,Kiosk,3,Food Court,2020-05-28,Manufacturer_C,1580,0,5,2021-01-08,0.00316,0.999999902635161,1
570,Elevator,3,Electronics,2020-03-28,Manufacturer_A,3240,10,1,2023-06-09,0.0034,4.5439310369728795e-05,0
571,Vending Machine,3,Electronics,2019-12-13,Manufacturer_C,3366,6,2,2022-02-21,0.00238,0.030891342780248014,0
572,Water Fountain,4,Electronics,2021-10-18,Manufacturer_B,9966,0,1,2022-06-19,0.0001,5.628282503319272e-05,0
573,Elevator,5,Fashion,2018-10-02,Manufacturer_B,5157,5,2,2020-07-04,0.00136,0.032643833335852704,0
574,Elevator,5,Entertainment,2022-06-26,Manufacturer_C,7861,3,3,2023-07-08,0.00076,0.962540235307785,1
575,Vending Machine,5,Fashion,2022-01-25,Manufacturer_B,8175,4,3,2022-11-08,0.00086,0.9628988354412376,1
576,Automatic Door,2,Entertainment,2021-10-14,Manufacturer_A,7002,5,0,2022-02-07,0.00071,7.331083602826814e-08,0
577,Information Board,2,Fashion,2020-04-09,Manufacturer_A,3679,7,3,2022-11-08,0.00272,0.9574354424520425,1
578,Information Board,5,Fashion,2021-11-15,Manufacturer_B,9305,4,1,2023-08-19,0.00054,5.511144707302296e-05,0
579,Information Board,3,Fashion,2020-10-20,Manufacturer_A,5019,3,1,2021-02-17,0.0008,4.808561601999474e-05,0
580,Kiosk,3,Fashion,2019-06-29,Manufacturer_A,7750,6,3,2023-04-04,0.00116,0.9624126738487083,1
581,Kiosk,3,Food Court,2021-05-16,Manufacturer_D,252,5,5,2022-03-29,0.03968,0.9999998984326252,1
582,Water Fountain,2,Parking,2021-01-28,Manufacturer_A,6840,4,3,2022-08-28,0.00102,0.9613510498614619,1
583,Information Board,4,Fashion,2019-12-27,Manufacturer_D,2589,2,1,2020-11-29,0.00116,4.450776098671327e-05,0
584,Automatic Door,4,Fashion,2023-04-10,Manufacturer_A,4071,10,2,2023-07-02,0.00295,0.03157004217861651,0
585,Information Board,3,Entertainment,2020-10-15,Manufacturer_D,4742,2,4,2022-10-26,0.00127,0.9999384893464149,1
586,Vending Machine,3,Fashion,2023-05-25,Manufacturer_D,1460,9,4,2023-07-05,0.0089,0.9999317185920399,1
587,Kiosk,4,Entertainment,2019-01-05,Manufacturer_D,6216,4,5,2021-12-03,0.00145,0.9999999159890869,1
588,Water Fountain,3,Food Court,2022-08-17,Manufacturer_A,1344,7,2,2023-06-22,0.0067,0.029022237775180763,0
589,Automatic Door,4,Entertainment,2022-04-06,Manufacturer_A,5247,3,2,2023-01-25,0.00095,0.03273438873508593,0
590,ATM,3,Entertainment,2023-06-30,Manufacturer_C,4707,3,3,2023-08-26,0.00127,0.9587487462244088,1
591,Water Fountain,4,Fashion,2023-05-28,Manufacturer_C,7928,3,2,2023-09-02,0.00063,0.03554591431359215,0
592,Kiosk,2,Entertainment,2021-07-22,Manufacturer_C,505,8,1,2022-12-08,0.01782,4.165215610549871e-05,0
593,Automatic Door,4,Parking,2019-06-04,Manufacturer_A,6331,6,1,2020-06-11,0.00111,5.013549013308408e-05,0
594,Escalator,3,Electronics,2021-07-20,Manufacturer_C,5583,3,4,2022-06-19,0.00125,0.999940113492829,1
595,Automatic Door,1,Fashion,2019-07-24,Manufacturer_A,3460,4,2,2020-06-27,0.00173,0.03098101326538802,0
596,Water Fountain,1,Food Court,2020-07-13,Manufacturer_A,4954,10,3,2020-10-14,0.00262,0.9590584714254052,1
597,Information Board,1,Fashion,2020-02-15,Manufacturer_A,7195,7,2,2022-01-18,0.00125,0.034754909284620196,0
598,ATM,3,Electronics,2021-06-22,Manufacturer_A,2926,10,1,2023-05-26,0.00376,4.498758245001918e-05,0
599,Kiosk,3,Entertainment,2022-03-07,Manufacturer_D,6553,4,1,2022-05-16,0.00076,5.0490887398956515e-05,0
600,Elevator,1,Parking,2023-03-09,Manufacturer_B,7409,10,3,2023-06-23,0.00175,0.9620181799050944,1
601,Kiosk,2,Food Court,2019-05-27,Manufacturer_B,5480,8,4,2021-03-22,0.00219,0.9999399169057696,1
602,ATM,1,Fashion,2019-05-23,Manufacturer_A,1142,2,2,2022-12-20,0.0035,0.028841653375911373,0
603,ATM,5,Fashion,2022-09-23,Manufacturer_B,3105,8,4,2022-12-02,0.00386,0.9999352005724459,1
604,Kiosk,3,Entertainment,2020-09-27,Manufacturer_C,4190,1,0,2020-10-31,0.00024,6.703601615962635e-08,0
605,Elevator,3,Fashion,2021-06-19,Manufacturer_B,7866,4,4,2022-10-30,0.00102,0.9999443094819109,1
606,Automatic Door,5,Electronics,2019-11-15,Manufacturer_A,6673,9,0,2020-07-19,0.00135,7.254735954806003e-08,0
607,ATM,1,Fashion,2019-12-08,Manufacturer_A,3598,0,2,2020-02-18,0.00056,0.031113113803591195,0
608,ATM,3,Food Court,2019-01-27,Manufacturer_D,3971,6,5,2019-12-14,0.00277,0.9999999097680973,1
609,ATM,2,Fashion,2021-05-29,Manufacturer_C,2503,5,1,2022-11-24,0.0024,4.438613573637333e-05,0
610,Kiosk,2,Entertainment,2021-06-30,Manufacturer_A,675,8,1,2022-02-27,0.01333,4.187807175495232e-05,0
611,Escalator,1,Entertainment,2018-10-07,Manufacturer_A,4471,10,5,2022-12-04,0.00335,0.9999999111923358,1
612,Information Board,2,Food Court,2021-04-21,Manufacturer_D,2278,1,3,2021-12-27,0.00176,0.955581171593905,1
613,Vending Machine,3,Food Court,2018-10-26,Manufacturer_D,3512,9,5,2021-11-22,0.00399,0.9999999084405466,1
614,Escalator,1,Entertainment,2021-03-04,Manufacturer_D,3900,10,0,2023-04-10,0.00256,6.64202627507346e-08,0
615,Vending Machine,3,Entertainment,2019-09-26,Manufacturer_D,5493,4,3,2021-08-22,0.00127,0.9597266373147519,1
616,Information Board,3,Fashion,2023-07-25,Manufacturer_B,5443,9,1,2023-08-26,0.00184,4.87387402392277e-05,0
617,Kiosk,1,Parking,2020-09-24,Manufacturer_B,6582,0,2,2021-11-19,0.0003,0.03410645393455349,0
618,Automatic Door,1,Food Court,2022-04-14,Manufacturer_A,4198,4,2,2022-06-01,0.00143,0.031693828406314795,0
619,Information Board,5,Parking,2019-08-21,Manufacturer_C,9090,9,2,2023-09-15,0.00121,0.03683550823531378,0
620,ATM,2,Food Court,2021-09-08,Manufacturer_B,3451,4,0,2022-01-09,0.00116,6.54780454461033e-08,0
621,Kiosk,3,Fashion,2019-01-25,Manufacturer_B,2983,6,2,2019-07-02,0.00268,0.0305285741041066,0
622,ATM,1,Entertainment,2021-01-24,Manufacturer_D,3572,3,2,2021-04-04,0.0014,0.031088183684064727,0
623,Automatic Door,4,Parking,2021-04-20,Manufacturer_A,1772,10,1,2023-07-11,0.00621,4.3365648388668964e-05,0
624,Information Board,3,Electronics,2021-03-17,Manufacturer_D,5713,7,5,2021-05-06,0.0021,0.9999999146336267,1
625,ATM,5,Parking,2019-01-30,Manufacturer_A,8910,9,4,2020-11-12,0.00146,0.9999461290468411,1
626,Water Fountain,5,Entertainment,2019-08-09,Manufacturer_C,7574,5,3,2021-12-17,0.00106,0.9622095582122104,1
627,Escalator,3,Fashion,2019-01-24,Manufacturer_A,4561,8,5,2019-05-09,0.00285,0.9999999114463011,1
628,Water Fountain,1,Electronics,2018-12-14,Manufacturer_D,4232,5,0,2023-05-03,0.00118,6.71256662266366e-08,0
629,Information Board,1,Fashion,2020-01-16,Manufacturer_C,92,6,5,2021-05-09,0.11957,0.9999998979142035,1
630,Automatic Door,3,Entertainment,2021-11-18,Manufacturer_C,3516,7,4,2023-02-19,0.00313,0.999936042454703,1
631,Vending Machine,5,Parking,2023-02-05,Manufacturer_B,4760,10,1,2023-08-02,0.00231,4.769096904114592e-05,0
632,Escalator,3,Entertainment,2020-03-18,Manufacturer_A,7107,10,1,2022-04-14,0.00155,5.1388805965680185e-05,0
633,Kiosk,5,Food Court,2019-05-16,Manufacturer_B,3449,2,4,2021-10-18,0.00174,0.9999359059634865,1
634,ATM,4,Food Court,2022-10-08,Manufacturer_C,4560,6,3,2023-08-16,0.00197,0.9585633527907557,1
635,Elevator,3,Fashion,2018-11-17,Manufacturer_B,8168,1,5,2022-06-03,0.00073,0.9999999210485047,1
636,Kiosk,5,Parking,2019-05-06,Manufacturer_B,2179,8,3,2023-04-18,0.00505,0.9554472667846914,1
637,Water Fountain,3,Electronics,2020-07-24,Manufacturer_B,1684,5,2,2022-09-09,0.00416,0.02932867134607086,0
638,Vending Machine,5,Fashion,2022-02-03,Manufacturer_D,6262,2,5,2023-01-25,0.00112,0.999999916111966,1
639,ATM,2,Electronics,2019-10-28,Manufacturer_C,6411,3,1,2023-01-18,0.00062,5.026327200179655e-05,0
640,ATM,5,Food Court,2021-02-27,Manufacturer_D,4237,4,2,2022-05-30,0.00142,0.03173193563306926,0
641,Automatic Door,1,Food Court,2020-12-02,Manufacturer_A,6737,0,2,2023-05-08,0.0003,0.03426930802106779,0
642,Information Board,2,Food Court,2023-07-09,Manufacturer_D,6814,7,4,2023-07-12,0.00161,0.9999424138057067,1
643,Water Fountain,5,Food Court,2018-10-01,Manufacturer_A,2703,1,4,2022-08-09,0.00185,0.9999343664068253,1
644,Information Board,3,Electronics,2022-09-19,Manufacturer_B,3706,6,3,2023-06-13,0.00243,0.9574704412909754,1
645,Information Board,2,Parking,2019-06-21,Manufacturer_B,3197,2,5,2020-06-07,0.00219,0.9999999075181983,1
646,Kiosk,2,Parking,2022-09-10,Manufacturer_C,7921,8,0,2023-06-25,0.00101,7.548630068764912e-08,0
647,Vending Machine,1,Parking,2019-04-29,Manufacturer_C,4272,2,4,2023-05-24,0.0014,0.9999375625686704,1
648,Escalator,3,Parking,2019-10-08,Manufacturer_A,3109,9,4,2020-11-22,0.00418,0.99993520881911,1
649,Kiosk,3,Food Court,2021-11-12,Manufacturer_C,7774,0,1,2023-08-14,0.00013,5.249108459102538e-05,0
650,Kiosk,3,Fashion,2022-07-29,Manufacturer_D,5027,0,2,2023-02-23,0.0004,0.032513458308905924,0
651,Water Fountain,3,Food Court,2022-11-17,Manufacturer_B,3134,4,5,2023-05-21,0.00287,0.9999999073326166,1
652,Automatic Door,4,Electronics,2023-07-29,Manufacturer_C,3676,8,4,2023-08-26,0.00326,0.999936367229244,1
653,Kiosk,5,Entertainment,2020-06-20,Manufacturer_B,9932,6,4,2023-09-10,0.00101,0.9999478526738274,1
654,ATM,1,Fashion,2023-06-10,Manufacturer_C,3702,6,1,2023-08-01,0.00189,4.6112213858507856e-05,0
655,ATM,1,Food Court,2023-04-21,Manufacturer_C,8817,0,0,2023-05-20,0.0,7.766945690522373e-08,0
656,ATM,2,Fashion,2020-02-05,Manufacturer_B,6681,2,3,2022-12-29,0.00075,0.9611626269441093,1
657,Automatic Door,2,Food Court,2021-01-05,Manufacturer_D,9419,5,4,2022-07-25,0.00096,0.9999469944930282,1
658,Elevator,5,Parking,2019-11-17,Manufacturer_B,253,3,2,2023-06-28,0.01976,0.028059780450731958,0
659,Vending Machine,2,Electronics,2020-10-13,Manufacturer_A,5354,10,3,2022-01-26,0.00243,0.9595553337355639,1
660,Water Fountain,1,Entertainment,2021-11-14,Manufacturer_C,3466,5,3,2023-04-22,0.00231,0.9571583740227757,1
661,Kiosk,4,Food Court,2021-11-08,Manufacturer_D,6020,9,3,2022-08-16,0.00199,0.9603698189368318,1
662,Elevator,1,Parking,2022-07-28,Manufacturer_C,1485,8,2,2022-08-19,0.00673,0.02914893881166594,0
663,Elevator,3,Parking,2020-01-26,Manufacturer_A,9780,0,0,2021-08-08,0.0,8.008631106821167e-08,0
664,ATM,2,Entertainment,2021-05-09,Manufacturer_A,3952,7,2,2022-02-14,0.00228,0.03145447803860449,0
665,Water Fountain,3,Parking,2020-09-27,Manufacturer_A,6984,1,4,2021-01-18,0.00072,0.9999427244556166,1
666,Automatic Door,4,Parking,2018-12-03,Manufacturer_B,7956,5,3,2020-02-08,0.00101,0.9626490790132953,1
667,Elevator,5,Fashion,2019-04-25,Manufacturer_B,3887,6,1,2020-05-23,0.0018,4.63844522652598e-05,0
668,Information Board,5,Parking,2022-07-29,Manufacturer_D,9951,4,2,2023-07-17,0.0006,0.03781995422296795,0
669,Water Fountain,3,Parking,2022-03-31,Manufacturer_A,7238,2,3,2023-06-23,0.00069,0.9618188602244601,1
670,Automatic Door,4,Entertainment,2019-10-23,Manufacturer_C,6328,1,0,2021-01-17,0.00016,7.175529250867417e-08,0
671,ATM,3,Entertainment,2022-06-08,Manufacturer_D,982,0,4,2023-03-10,0.00407,0.9999306721620338,1
672,Vending Machine,1,Fashion,2022-08-09,Manufacturer_A,9630,2,2,2023-07-19,0.00042,0.037450010101070644,0
673,Water Fountain,4,Parking,2022-05-13,Manufacturer_D,5552,4,4,2022-12-07,0.00144,0.9999400543936043,1
674,Kiosk,1,Parking,2020-03-18,Manufacturer_B,859,2,3,2022-01-29,0.00582,0.9536247086597152,1
675,Water Fountain,2,Electronics,2022-07-05,Manufacturer_C,9022,4,4,2023-01-22,0.00089,0.999946320683521,1
676,Automatic Door,4,Entertainment,2021-09-11,Manufacturer_A,2292,9,4,2022-03-18,0.00567,0.9999335024639788,1
677,Elevator,1,Entertainment,2020-08-10,Manufacturer_B,4718,2,5,2021-05-18,0.00148,0.9999999118875917,1
678,Escalator,4,Fashion,2020-09-24,Manufacturer_B,1878,10,3,2022-03-27,0.00692,0.9550377744377799,1
